story,caption
"Benar saja. Tidak ada yang melihat Koni. Hei, aku di sini! Koni berteriak. Sayangnya tidak ada yang mendengar suara Koni. Apakah Koni akan terus berada di sini?",a  cat in the hat is holding a cat in the hat
Koni harus menunggu dengan sabar. Tap. Tap.. Ada suara mendekat. Jangaaaaan! Hampir saja sepatu itu menginjak Koni.,a person's hand reaching for a coin
Sekarang anak itu ada di dekat Koni. Apakah dia bisa melihat Koni?,someone is holding a bag full of food and a bag full of food
Koni berharap anak itu melihat Koni. Koni terus berharap. Koni mulai menghitung. Satu  Dua ... Tiga .,a group of children playing with toys and toys
"Cring. Ada yang jatuh. Cring, cring. Benda itu jatuh di dekat Koni. Apakah anak itu akan mengambilnya?",a girl with glasses and a red purse
"Wah, bros kelinci punya teman baru. Koni mendengar suara anak itu. Tangan anak itu menyentuhnya. Hore! Akhirnya ada yang menemukan Koni.",a  girl in a school uniform is making a doll house
"Koni pindah tempat lagi. Tampaknya tempat ini lebih baik. Wah, Koni juga punya banyak teman. Hai. Halo. Aku Koni.",a ish person's legs in a bed
"Sekarang, tubuh Koni rasanya bergoyang-goyang. Ke mana Koni akan dibawa pergi, ya?",man riding a bicycle in front of a man in a wheelchair
"Koni mulai mendengar suara-suara. Tempat apa ini? Olin, kamu bawa apa sekarang? Olin? Siapa Olin? Koni jadi ingin tahu.",girl with a sunflower in her hand
"Sekarang, Koni bisa melihat lebih jelas. Oh, tempat ini penuh anak-anak. Mereka sedang apa, ya?","a bunch of different items that include scissors, scissors and other items"
"Koni merasakan sebuah tangan menyentuhnya. Apakah Koni akan berpindah tempat lagi? Oh, semua teman Koni juga dikeluarkan.",a woman and a child are working on sewing
"Olin, aku punya kalung baru. Kamu bisa buat kalung seperti ini? Koni mendengarkan. Olin? Apakah pemilik Koni yang sekarang bernama Olin?",girl in a classroom with a paper airplane
"Olin, kamu mau kalung seperti ini? Koni tahu sekarang. Anak itu namanya Olin.",there are many stars in the sky and some are flying
"Mau. Olin bisa membuat kalung seperti itu. Koni mendengar suara Olin. Tangan Olin menyentuh Koni. Hei, apa yang Olin lakukan pada Koni?",three different colored fan blades on a white background
"Olin menempelkan sesuatu pada tubuh Koni. Uuuh, rasanya lengket. Koni tidak bisa melepaskan diri.",girl with glasses and a medal medal
Olin mengambil benda lain. Benda panjang itu sekarang ditempelkan pada tubuh Koni.,child with glasses and a camera
"Ini kalung Olin. Bagus, kan? Koni mendengar suara Olin. Kalung?",a child's girl with a purple flower
Kalung Olin bagus. Aku juga mau. Koni melihat teman-teman Olin mendekat. Mereka melihat kalung yang Olin pakai. Koni tahu sekarang. Ia menjadi sebuah kalung.,a girl sitting on a chair with a fan in front of a fan
Sekarang Olin sibuk sekali. Olin membantu teman-temannya membuat kalung.,there is a cat playing with a ball of yarn and a ball of yarn
"Hore, semua kalung sudah jadi. Olin anak hebat. Koni senang menjadi kalung untuk Olin.",there is a picture of a picture of a blue flower
Apakah mereka plik-plak atau dung-dung saat berjalan?,man with a medal medal in his hand
Apakah mereka berputar dan berputar seperti kipas angin lalu pusing-sing-sing?,man with a phone in a bag
Apakah mereka naik pesawat kertas untuk bermain dengan awan?,group of people sitting around a table
Apakah mereka tidur seperti Raasu sepanjang hari setelah terlalu banyak makan?,a girl sitting on a rug with a cat and a cat
Apakah mereka bersembunyi di dalam tas Ibu dan diam-diam pergi ke kantor bersamanya?,there is a picture of a seahorse in the ocean
Apakah mereka berjingkat-jingkat di rumah mencari camilan?,a close up of a group of blue flowers with blue flowers
Apakah mereka tumbuh menjad tomat jika Ayah menanamnya di tanah?,a man is flying a kite in the sky with a kite
Apakah mereka tumbuh menjadi tomat jika Ayah menanamnya di tanah?,a woman in a yellow dress is blowing out of a microwave
Apakah mereka berkilauan saat bintang-bintang keluar?,a child's sleeping dragonfly
Apakah mereka berkilauan saat bintang-bintang keluar?,picture of a group of octopuss in a kitchen
"Tetapi tunggu, aku tidak bisa menemukan pikiranku!Apakah mereka bersembunyi di kolong tempat tidur karena takut gelap?",a ish monster fish in a bed with a monster
"""Jangan takut!"" pikirku. ""Tidak apa-apa. Ini hanya sedikit gelap.""Aku pergi tidur. Mereka keluar dan meringkuk di kepalaku.",there is a person holding a knife and a knife in front of a bunch of
Pikiranku lalu zzzzzzzzz bersamaku.,a man walking down a road with a basket on his head
Dahulu kala hiduplah seorang petani tebu yang tinggal di sebuah desa kecil. Dia bekerja sangat keras di ladangnya dengan harapan bisa mendapatkan panen yang banyak.,girl with glasses and a pigtails tail tail
"Suatu pagi, dia melihat serumpun tanaman miliknya hilang. Keesokan harinya, serumpun besar juga hilang lagi. ""Malam ini aku akan berjaga dan melihat siapa yang memakan tebuku,"" pikir si petani.",man in a carton with a carton
"Malam itu, dia menunggu di dekat jendela sembari mengawasi ladangnya. Ketika bulan mulai naik, dia melihat titik kecil di langit yang makin lama makin membesar. Ternyata ada seekor gajah terbang ke arah ladangnya.",man flying through the sky with a clock
Si petani pun menatap takjub ketika sang gajah turun dan mulai memakan tebu miliknya.,a  man walking through a field with a dog
Dia berjingkat-jingkat ke luar dan menunggu sang gajah selesai makan.,a  elephant riding a horse in the middle of a field
"Ketika sang gajah mulai terbang pergi, si petani memegang ekornya. Seketika si petani melayang di atas ladangnya menuju Kerajaan Indra di Kahyangan.",a elephant with a saddle and a saddled horse in the background
Kahyangan dipenuhi burung-burung yang cantik dan bunga-bunga nan indah. Tanahnya berlapis rumput perak dan batu-batu berharga.,a ish a woman running on a beach
"Kemudian si petani menemukan istana megah dan bertemu dengan Indra. ""Gajah Tuan turun ke ladangku dan melahap semua tebu-tebuku,"" kata si petani. ""Gagal sudah panenku.""",a woman sitting on a bed with a cat
"""Aku mohon maaf,"" kata Indra. ""Silakan ambil apa pun yang kau mau dari kerajaanku. Aku akan memastikan gajahku tidak akan turun dan memakan tebu-tebumu lagi."" Kemudian Indra memastikan si petani sampai ke rumah dengan selamat.",a woman with a large headdress and a large headdress
Petani mengambil dua genggam permata dan kembali pulang.,man with a surfboard on a pink background
Dia membangun sebuah rumah baru dan menjadi orang yang kaya raya. Hal ini membuat para warga desa penasaran tentang bagaimana caranya dia menjadi kaya secara tiba-tiba.,man and woman in a field with a dog
"Pada suatu hari, beberapa penduduk desa datang menemui istri si petani. ""Darimanakah kalian mendapatkan uang sebanyak itu?"" tanya mereka. ""Apakah kalian menemukan harta karun di ladang?"" Maka berceritalah istri petani tersebut tentang apa yang telah terjadi.",family gathering in a garden with a tree
"Malamnya, para penduduk desa memutuskan untuk memberi umpan agar si gajah turun. ""Ketika kita sampai di Kahyangan, ambil sebanyak-banyaknya, jangan hanya dua genggam permata!"" mereka berkata.",a group of people sitting around a campfire
"Mereka menanam tebu di sebuah ladang, dan sesuai perkiraan mereka, suatu malam akhirnya sang gajah turun.",picture of a clock tower with a clock and a clock on it
"Salah seorang penduduk desa menggenggam ekor sang gajah, yang lain berantai mengikuti di belakang sang gajah. Sembari terbang, mereka mulai membahas apa yang akan mereka bawa dari Kahyangan.",man and a dog are walking in the grass
"Orang yang memegang ekor gajah berkata, ""Aku akan membawa permata sebanyak ini!"" Dia sangat bersemangat sampai merentangkan tangannya lebar-lebar. Dan pegangannya pun terlepas.",a fairy - like creature with a butterfly on a tree
"Semua penduduk desa jatuh ke tanah. Mereka melihat dengan penuh kesedihan ketika si gajah terbang menghilang dari pandangan mereka. ""Jangan khawatir,"" kata mereka. ""Gajah itu akan kembali lagi besok.""",man flying a kite with a kite
"Namun, mendengar siasat para penduduk desa tersebut, Indra menyiapkan ladang tebu di Kahyangan. Sang gajah pun tidak perlu lagi turun dari Kahyangan untuk memakan tebu. Penduduk desa menunggu dan menunggu, tetapi sang gajah tidak pernah kembali lagi.",a ish a  planet with a cute face and a thought bubble
"Matahari memandang jauh ke angkasa. ""Apakah salah satu planetku menghilang?""Ia meminta semua planet berbaris, kemudian memakai kacamata dan mulai menghitung. ""Oh tidak!"" ia berteriak. ""Ke mana Pluto kecil pergi?""","a sun with eyes and eyes closed, a sun and a moon"
"Dengan salah satu lidah apinya, Matahari mencolek Merkurius. ""Apakah kamu melihat Pluto?"" Merkurius menggaruk salah satu kawahnya.",a ish a sunflower with a face and eyes
"""Si Kecil Pluto yang berwarna biru? Aku tidak melihatnya. Pergi ke mana ia, ya?"" jawab Merkurius.",a ish orange and a ish orange moon
"Kemudian, Merkurius mendatangi Venus dan bertanya, ""Apakah kamu melihat Pluto?""",a  man and woman walking in the grass
"""Bagaimana aku tahu ke mana perginya Pluto kecil yang beku itu?"" jawab Venus bersamaan dengan beberapa gunung apinya yang meletus.",a  orange and blue angry bird with a thought bubble
"Kemudian, Merkurius dan Venus mendatangi Bumi dan bertanya, ""Apakah kamu melihat Pluto? """,a ish a planet with a planet in the background
"Ombak di samudra naik dengan cemas di permukaan Bumi. ""Pluto yang punya orbit tak biasa itu?"" Ia balik bertanya. ""Entahlah. Aku tak yakin pernah melihatnya.""",a ish planet with a thought bubble and a thought bubble
"Kemudian, Merkurius, Venus, dan Bumi mendatangi Mars dan bertanya, ""Apakah kamu melihat Pluto?""",a group of  characters with eyes and eyes on a dark background
"Mars menjadi sangat merah, kemudian menjawab malu, ""Pluto tinggal di sabuk Kuiper kan? Aku belum melihatnya di sana akhir-akhir ini""",a  character with a thought bubble bubble bubble
"Kemudian, Merkurius, Venus, Bumi, dan Mars mendatangi Jupiter dan bertanya, ""Apakah kamu melihat Pluto?""",planet planet with planets and planets in the sky
"Jupiter berputar dengan cepat, mencari Pluto ke segala arah. ""Rotasi Pluto sangat lambat. Sudah lama aku tidak melihatnya.""",a  character with a thought bubble bubble
"Kemudian, Merkurius, Venus, Bumi, Mars, dan Jupiter mendatangi Saturnus dan bertanya, ""Apakah kamu melihat Pluto?""",planet with planets and planets in the sky and stars
"Saturnus berputar di dalam cincinnya sebelum menjawab, ""Oh, Si Pluto malang dengan gravitasi paling lemah di antara kita. Aku tidak melihatnya di mana pun. """,cartoonish a ish looking alien like planet with eyes and eyes
"Lalu, Merkurius, Venus, Bumi, Mars, Jupiter, dan Saturnus mendatangi Uranus dan bertanya, ""Apakah kamu melihat Pluto?""",a  alien like object with a spaceship in the background
"Uranus yang sudah sangat ingin tidur menggeliat dan menguap, kemudian berkata, ""Tidak, tapi seandainya ia ada di sekitar sini, aku bisa menghitung kelima bulannya untuk membantuku terlelap.""",planets and planets in the sky with a  planet
"Lalu Merkurius, Venus, Bumi, Mars, Jupiter, Saturnus, dan Uranus mendatangi Neptunus yang menggigil kedinginan dan bertanya, ""Apakah kamu melihat Pluto? Ia tetangga terdekatmu. Pastinya kau tahu ke mana ia pergi!""",planet with planets and planets in the sky and stars
"Neptunus mengguncangkan saljunya, lalu berkata, ""Aku melihatnya mengemasi tasnya. Ia terlihat sangat suram dan sedih. Namun, ia tidak bercerita kepadaku ke mana ia pergi atau alasannya.""",a  planet with a sad face and a thought bubble
Tiba-tiba para planet mendengar suara tangisan tidak jauh dari sana. Mereka bergegas untuk mencari tahu apa yang terjadi.,a group of  planets with faces and eyes and planets
"Pluto sedang duduk sendirian di luar orbitnya sambil menangis. Planet-planet pun akhirnya bergembira karena menemukan Pluto! Mereka pun bertanya kepadanya mengapa ia menghilang.""Para ilmuwan menolakku sebagai planet karena aku berukuran kecil dan aku tidak bisa mengusir benda-benda besar dari orbitku.""",a group of  planets with faces and eyes and planets
"Tak lama, Matahari tiba. ""Itu tidak jadi masalah,"" katanya penuh kehangatan yang dapat menyentuh hati Pluto yang dingin. ""Kau akan selalu menjadi bagian dari keluarga ini, keluarga Tata Surya!""",a sun and moon in the night sky with a blue sky and stars
"Seluruh planet bersorak dengan riang, ""Kita semua satu keluarga! Keluarga Tata Surya!""",a  sunflower with planets and planets in the background
TAMAT,a picture taken from the sun and stars in the sky
"""Tolong bawakan bunga arumdalu, Kolibri Kecil,"" pinta ibuku.",a mother and daughter playing with a butterfly
"""Hei teman, ini bunga apa, ya?"" tanyaku. ""Ini bunga lotus putih, Kolibri Kecil,"" jawab Kumbang Koksi.",a ladybird and a hummingbird in a flowered garden
"""Teman, ini bunga apa, ya?"" tanyaku lagi. ""Oh, ini dahlia, Kolibri Kecil,"" jawab Kupu-Kupu.",a girl in a red skirt and a girl in a red skirt
"""Nah, kalau ini bunga apa?"" aku bertanya lagi. ""Ini bunga matahari, Kolibri Kecil,"" ujar Ulat.",a dragonfly in a field with dragonflies
"""Kalau ini bunga apa, Teman?"" tanyaku. ""Ini bunga lili, Kolibri Kecil,"" kata Lebah.",a bee and a bee on a flowered field
"""Nah, yang ini bunga apa?"" tanyaku. ""Ini bunga kastuba, Kolibri Kecil,"" jawab Laba-Laba.", character with a bird and bees
"""Yang ini bunga apa, Teman?"" tanyaku lagi. ""Ini bunga arumdalu, Kolibri Kecil,"" sahut Kunang-Kunang.",children playing with kites in the sand at the beach
"""Bagus, Kolibri Kecilku! Sekarang, sarang kita terlihat sangat indah,"" kata Ibu.",a woman standing in front of a chalkboard with a blackboard
PR untuk akhir pekan nanti adalah mengamati serangga. Mereka boleh bekerja berkelompok. Ada yang memilih semut. Ada pula yang akan mengamati belalang.,a group of children in school uniforms sitting at desks
Trisna mengajak Sukma mengamati capung. Capung? Sukma tidak yakin. Memangnya capung itu serangga?,a bird with a butterfly on a white background
"Nah, di sini pasti banyak capung. Coba kita lihat!",two children standing in a field with dragonflies
Hap! Trisna mencoba menangkap capung itu.Yaaaah  tidak berhasil.,bird with a spider webcamo on it
Ssssttt !,a bird nestle with two birds in a nestle
"Dapat!Namun, Trisna melepaskannya lagi. ""Aduh, tanganku geliii!""",girl and a boy standing in front of a box of chocolate
"""Bagaimana kalau pakai ini,"" kata Sukma.""Tidak, jangan dipukul!"" kata Trisna. ""Nanti capungnya bisa mati.""",two children playing tennis in a field with dragonflies
"Seorang anak menghampiri mereka. ""Begini caranya menangkap capung,"" ujarnya.",a boy and girl are playing with scissors and scissors
"""Dapat, kan?"" katanya bangga.Aduh, Trisna tidak tega melihatnya. Lepaskan saja!",a boy and a dragonfly in a jungle
"Untunglah capung itu bisa terbang lagi. Eh, itu ada sarang laba-laba. Trisna punya ide!",two children playing with money bills and bills
"""Mari kita buat raket!"" seru Trisna.Tentu saja bukan raket yang itu, Sukma.",picture of a group of birds standing on a hill with a house in the background
"""Pertama, kita siapkan tulang daun pisang dan lidi bambu. Lalu kita buat kerangka raket.""",two children playing with a tennis racket in a field
"""Lalu kita ambil sarang laba-laba untuk jaringnya.""",a girl in a red dress is flying through the air
Berhasil!,two children's boy and girl in a jungle
"Sayapnya ada empat.Badannya beruas-ruas.Matanya unik.Dan, kakinya enam!Nah, betul kan, capung itu termasuk serangga!",two children playing tennis in a tropical themed room
"Selamat jalan, capung. Terima kasih sudah membantu kami.",a close up of a  bird with a yellow bird on it's head
Seekor anak ayam.,a girl with a dragonfly in a jungle
Seekor anak itik.,character with a white eggplant and a brown background
"Pada suatu hari, mereka berjalan-jalan.",two children holding a clock and a clock on a sunny day
"Anak ayam bergegas,Anak itik berjalan bergoyang-goyang.",characters of two birds in a forest with trees and flowers
Anak ayam mematuk cacing sedangkan anak itik tidak.,characters of two birds in a forest with trees and a purple sky
Anak itik yang malang menatap dan bersuara tak henti-henti,characters of two birds in a forest with trees and purple sky
